L02.01	L53.0
L02.02	L53.0
L02.03	L53.0
L02.01	L53.1
L02.02	L53.1
L02.03	L53.1
L02.01	L53.2
L02.02	L53.2
L02.03	L53.2
L02.01	L53.3
L02.02	L53.3
L02.03	L53.3
L02.01	L53.8
L02.02	L53.8
L02.03	L53.8
L02.01	L53.9
L02.02	L53.9
L02.03	L53.9
L02.11	L53.0
L02.12	L53.0
L02.13	L53.0
L02.11	L53.1
L02.12	L53.1
L02.13	L53.1
L02.11	L53.2
L02.12	L53.2
L02.13	L53.2
L02.11	L53.3
L02.12	L53.3
L02.13	L53.3
L02.11	L53.8
L02.12	L53.8
L02.13	L53.8
L02.11	L53.9
L02.12	L53.9
L02.13	L53.9
L02.21	L53.0
L02.21	L53.0
L02.21	L53.0
L02.21	L53.0
L02.21	L53.0
L02.21	L53.0
L02.21	L53.0
L02.22	L53.0
L02.22	L53.0
L02.22	L53.0
L02.22	L53.0
L02.22	L53.0
L02.22	L53.0
L02.22	L53.0
L02.23	L53.0
L02.23	L53.0
L02.23	L53.0
L02.23	L53.0
L02.23	L53.0
L02.23	L53.0
L02.23	L53.0
L02.21	L53.1
L02.21	L53.1
L02.21	L53.1
L02.21	L53.1
L02.21	L53.1
L02.21	L53.1
L02.21	L53.1
L02.22	L53.1
L02.22	L53.1
L02.22	L53.1
L02.22	L53.1
L02.22	L53.1
L02.22	L53.1
L02.22	L53.1
L02.23	L53.1
L02.23	L53.1
L02.23	L53.1
L02.23	L53.1
L02.23	L53.1
L02.23	L53.1
L02.23	L53.1
L02.21	L53.2
L02.21	L53.2
L02.21	L53.2
L02.21	L53.2
L02.21	L53.2
L02.21	L53.2
L02.21	L53.2
L02.22	L53.2
L02.22	L53.2
L02.22	L53.2
L02.22	L53.2
L02.22	L53.2
L02.22	L53.2
L02.22	L53.2
L02.23	L53.2
L02.23	L53.2
L02.23	L53.2
L02.23	L53.2
L02.23	L53.2
L02.23	L53.2
L02.23	L53.2
L02.21	L53.3
L02.21	L53.3
L02.21	L53.3
L02.21	L53.3
L02.21	L53.3
L02.21	L53.3
L02.21	L53.3
L02.22	L53.3
L02.22	L53.3
L02.22	L53.3
L02.22	L53.3
L02.22	L53.3
L02.22	L53.3
L02.22	L53.3
L02.23	L53.3
L02.23	L53.3
L02.23	L53.3
L02.23	L53.3
L02.23	L53.3
L02.23	L53.3
L02.23	L53.3
L02.21	L53.8
L02.21	L53.8
L02.21	L53.8
L02.21	L53.8
L02.21	L53.8
L02.21	L53.8
L02.21	L53.8
L02.22	L53.8
L02.22	L53.8
L02.22	L53.8
L02.22	L53.8
L02.22	L53.8
L02.22	L53.8
L02.22	L53.8
L02.23	L53.8
L02.23	L53.8
L02.23	L53.8
L02.23	L53.8
L02.23	L53.8
L02.23	L53.8
L02.23	L53.8
L02.21	L53.9
L02.21	L53.9
L02.21	L53.9
L02.21	L53.9
L02.21	L53.9
L02.21	L53.9
L02.21	L53.9
L02.22	L53.9
L02.22	L53.9
L02.22	L53.9
L02.22	L53.9
L02.22	L53.9
L02.22	L53.9
L02.22	L53.9
L02.23	L53.9
L02.23	L53.9
L02.23	L53.9
L02.23	L53.9
L02.23	L53.9
L02.23	L53.9
L02.23	L53.9
L02.31	L53.0
L02.32	L53.0
L02.33	L53.0
L02.31	L53.1
L02.32	L53.1
L02.33	L53.1
L02.31	L53.2
L02.32	L53.2
L02.33	L53.2
L02.31	L53.3
L02.32	L53.3
L02.33	L53.3
L02.31	L53.8
L02.32	L53.8
L02.33	L53.8
L02.31	L53.9
L02.32	L53.9
L02.33	L53.9
L02.41	L53.0
L02.41	L53.0
L02.41	L53.0
L02.41	L53.0
L02.41	L53.0
L02.41	L53.0
L02.41	L53.0
L02.42	L53.0
L02.42	L53.0
L02.42	L53.0
L02.42	L53.0
L02.42	L53.0
L02.42	L53.0
L02.42	L53.0
L02.43	L53.0
L02.43	L53.0
L02.43	L53.0
L02.43	L53.0
L02.43	L53.0
L02.43	L53.0
L02.43	L53.0
L02.41	L53.1
L02.41	L53.1
L02.41	L53.1
L02.41	L53.1
L02.41	L53.1
L02.41	L53.1
L02.41	L53.1
L02.42	L53.1
L02.42	L53.1
L02.42	L53.1
L02.42	L53.1
L02.42	L53.1
L02.42	L53.1
L02.42	L53.1
L02.43	L53.1
L02.43	L53.1
L02.43	L53.1
L02.43	L53.1
L02.43	L53.1
L02.43	L53.1
L02.43	L53.1
L02.41	L53.2
L02.41	L53.2
L02.41	L53.2
L02.41	L53.2
L02.41	L53.2
L02.41	L53.2
L02.41	L53.2
L02.42	L53.2
L02.42	L53.2
L02.42	L53.2
L02.42	L53.2
L02.42	L53.2
L02.42	L53.2
L02.42	L53.2
L02.43	L53.2
L02.43	L53.2
L02.43	L53.2
L02.43	L53.2
L02.43	L53.2
L02.43	L53.2
L02.43	L53.2
L02.41	L53.3
L02.41	L53.3
L02.41	L53.3
L02.41	L53.3
L02.41	L53.3
L02.41	L53.3
L02.41	L53.3
L02.42	L53.3
L02.42	L53.3
L02.42	L53.3
L02.42	L53.3
L02.42	L53.3
L02.42	L53.3
L02.42	L53.3
L02.43	L53.3
L02.43	L53.3
L02.43	L53.3
L02.43	L53.3
L02.43	L53.3
L02.43	L53.3
L02.43	L53.3
L02.41	L53.8
L02.41	L53.8
L02.41	L53.8
L02.41	L53.8
L02.41	L53.8
L02.41	L53.8
L02.41	L53.8
L02.42	L53.8
L02.42	L53.8
L02.42	L53.8
L02.42	L53.8
L02.42	L53.8
L02.42	L53.8
L02.42	L53.8
L02.43	L53.8
L02.43	L53.8
L02.43	L53.8
L02.43	L53.8
L02.43	L53.8
L02.43	L53.8
L02.43	L53.8
L02.41	L53.9
L02.41	L53.9
L02.41	L53.9
L02.41	L53.9
L02.41	L53.9
L02.41	L53.9
L02.41	L53.9
L02.42	L53.9
L02.42	L53.9
L02.42	L53.9
L02.42	L53.9
L02.42	L53.9
L02.42	L53.9
L02.42	L53.9
L02.43	L53.9
L02.43	L53.9
L02.43	L53.9
L02.43	L53.9
L02.43	L53.9
L02.43	L53.9
L02.43	L53.9
L02.51	L53.0
L02.51	L53.0
L02.51	L53.0
L02.52	L53.0
L02.52	L53.0
L02.52	L53.0
L02.53	L53.0
L02.53	L53.0
L02.53	L53.0
L02.51	L53.1
L02.51	L53.1
L02.51	L53.1
L02.52	L53.1
L02.52	L53.1
L02.52	L53.1
L02.53	L53.1
L02.53	L53.1
L02.53	L53.1
L02.51	L53.2
L02.51	L53.2
L02.51	L53.2
L02.52	L53.2
L02.52	L53.2
L02.52	L53.2
L02.53	L53.2
L02.53	L53.2
L02.53	L53.2
L02.51	L53.3
L02.51	L53.3
L02.51	L53.3
L02.52	L53.3
L02.52	L53.3
L02.52	L53.3
L02.53	L53.3
L02.53	L53.3
L02.53	L53.3
L02.51	L53.8
L02.51	L53.8
L02.51	L53.8
L02.52	L53.8
L02.52	L53.8
L02.52	L53.8
L02.53	L53.8
L02.53	L53.8
L02.53	L53.8
L02.51	L53.9
L02.51	L53.9
L02.51	L53.9
L02.52	L53.9
L02.52	L53.9
L02.52	L53.9
L02.53	L53.9
L02.53	L53.9
L02.53	L53.9
L02.61	L53.0
L02.61	L53.0
L02.61	L53.0
L02.62	L53.0
L02.62	L53.0
L02.62	L53.0
L02.63	L53.0
L02.63	L53.0
L02.63	L53.0
L02.61	L53.1
L02.61	L53.1
L02.61	L53.1
L02.62	L53.1
L02.62	L53.1
L02.62	L53.1
L02.63	L53.1
L02.63	L53.1
L02.63	L53.1
L02.61	L53.2
L02.61	L53.2
L02.61	L53.2
L02.62	L53.2
L02.62	L53.2
L02.62	L53.2
L02.63	L53.2
L02.63	L53.2
L02.63	L53.2
L02.61	L53.3
L02.61	L53.3
L02.61	L53.3
L02.62	L53.3
L02.62	L53.3
L02.62	L53.3
L02.63	L53.3
L02.63	L53.3
L02.63	L53.3
L02.61	L53.8
L02.61	L53.8
L02.61	L53.8
L02.62	L53.8
L02.62	L53.8
L02.62	L53.8
L02.63	L53.8
L02.63	L53.8
L02.63	L53.8
L02.61	L53.9
L02.61	L53.9
L02.61	L53.9
L02.62	L53.9
L02.62	L53.9
L02.62	L53.9
L02.63	L53.9
L02.63	L53.9
L02.63	L53.9
L02.81	L53.0
L02.81	L53.0
L02.82	L53.0
L02.82	L53.0
L02.83	L53.0
L02.83	L53.0
L02.81	L53.1
L02.81	L53.1
L02.82	L53.1
L02.82	L53.1
L02.83	L53.1
L02.83	L53.1
L02.81	L53.2
L02.81	L53.2
L02.82	L53.2
L02.82	L53.2
L02.83	L53.2
L02.83	L53.2
L02.81	L53.3
L02.81	L53.3
L02.82	L53.3
L02.82	L53.3
L02.83	L53.3
L02.83	L53.3
L02.81	L53.8
L02.81	L53.8
L02.82	L53.8
L02.82	L53.8
L02.83	L53.8
L02.83	L53.8
L02.81	L53.9
L02.81	L53.9
L02.82	L53.9
L02.82	L53.9
L02.83	L53.9
L02.83	L53.9
L02.91	L53.0
L02.92	L53.0
L02.93	L53.0
L02.91	L53.1
L02.92	L53.1
L02.93	L53.1
L02.91	L53.2
L02.92	L53.2
L02.93	L53.2
L02.91	L53.3
L02.92	L53.3
L02.93	L53.3
L02.91	L53.8
L02.92	L53.8
L02.93	L53.8
L02.91	L53.9
L02.92	L53.9
L02.93	L53.9
L25.0	L53.0
L25.1	L53.0
L25.2	L53.0
L25.3	L53.0
L25.4	L53.0
L25.5	L53.0
L25.8	L53.0
L25.9	L53.0
L25.0	L53.1
L25.1	L53.1
L25.2	L53.1
L25.3	L53.1
L25.4	L53.1
L25.5	L53.1
L25.8	L53.1
L25.9	L53.1
L25.0	L53.2
L25.1	L53.2
L25.2	L53.2
L25.3	L53.2
L25.4	L53.2
L25.5	L53.2
L25.8	L53.2
L25.9	L53.2
L25.0	L53.3
L25.1	L53.3
L25.2	L53.3
L25.3	L53.3
L25.4	L53.3
L25.5	L53.3
L25.8	L53.3
L25.9	L53.3
L25.0	L53.8
L25.1	L53.8
L25.2	L53.8
L25.3	L53.8
L25.4	L53.8
L25.5	L53.8
L25.8	L53.8
L25.9	L53.8
L25.0	L53.9
L25.1	L53.9
L25.2	L53.9
L25.3	L53.9
L25.4	L53.9
L25.5	L53.9
L25.8	L53.9
L25.9	L53.9
A38.0	L53.0
A38.1	L53.0
A38.8	L53.0
A38.9	L53.0
A38.0	L53.1
A38.1	L53.1
A38.8	L53.1
A38.9	L53.1
A38.0	L53.2
A38.1	L53.2
A38.8	L53.2
A38.9	L53.2
A38.0	L53.3
A38.1	L53.3
A38.8	L53.3
A38.9	L53.3
A38.0	L53.8
A38.1	L53.8
A38.8	L53.8
A38.9	L53.8
A38.0	L53.9
A38.1	L53.9
A38.8	L53.9
A38.9	L53.9
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.0
M62.012	M54.0
M62.019	M54.0
M62.011	M54.1
M62.012	M54.1
M62.019	M54.1
M62.011	M54.1
M62.012	M54.1
M62.019	M54.1
M62.011	M54.1
M62.012	M54.1
M62.019	M54.1
M62.011	M54.1
M62.012	M54.1
M62.019	M54.1
M62.011	M54.1
M62.012	M54.1
M62.019	M54.1
M62.011	M54.1
M62.012	M54.1
M62.019	M54.1
M62.011	M54.1
M62.012	M54.1
M62.019	M54.1
M62.011	M54.1
M62.012	M54.1
M62.019	M54.1
M62.011	M54.1
M62.012	M54.1
M62.019	M54.1
M62.011	M54.2
M62.012	M54.2
M62.019	M54.2
M62.011	M54.3
M62.012	M54.3
M62.019	M54.3
M62.011	M54.3
M62.012	M54.3
M62.019	M54.3
M62.011	M54.3
M62.012	M54.3
M62.019	M54.3
M62.011	M54.4
M62.012	M54.4
M62.019	M54.4
M62.011	M54.4
M62.012	M54.4
M62.019	M54.4
M62.011	M54.4
M62.012	M54.4
M62.019	M54.4
M62.011	M54.5
M62.012	M54.5
M62.019	M54.5
M62.011	M54.6
M62.012	M54.6
M62.019	M54.6
M62.011	M54.8
M62.012	M54.8
M62.019	M54.8
M62.011	M54.8
M62.012	M54.8
M62.019	M54.8
M62.011	M54.9
M62.012	M54.9
M62.019	M54.9
M62.021	M54.0
M62.022	M54.0
M62.029	M54.0
M62.021	M54.0
M62.022	M54.0
M62.029	M54.0
M62.021	M54.0
M62.022	M54.0
